Text,Label
go down as the worst -- and only -- killer website movie of this or any other year ,0
"it may scream low budget , ",0
musical number ,1
solondz is so intent on hammering home his message that he forgets to make it entertaining . ,0
"cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",0
should be able to appreciate the wonderful cinematography and naturalistic acting . ,1
a bland animated sequel ,0
"that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ",1
", movies like ghost ship will be used as analgesic balm for overstimulated minds . ",0
gushing -- ,1
"( the kid 's ) just too bratty for sympathy , ",0
is that van wilder does little that is actually funny with the material . ,0
"is a celebration of feminine energy , a tribute to the power of women to heal . ",1
a consummate actor incapable of being boring ,1
pandering ,0
various amusing sidekicks ,1
as temptingly easy ,1
"elegant , mannered and teasing . ",1
is to be mesmerised . ,1
soggy performances ,0
sit through it all ,1
a part of us that can not help be entertained by the sight of someone getting away with something ,1
through about 90 minutes of a so-called ` comedy ' and not laugh ,0
it 's a frankenstein-monster of a film that does n't know what it wants to be . ,0
"an articulate , grown-up voice ",1
"slap me , i saw this movie . ",0
romp that 's always fun to watch . ,1
in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes ,0
's a part of us that can not help be entertained by the sight of someone getting away with something . ,1
expects us to laugh because he acts so goofy all the time ,0
"succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory ",1
entertain or inspire its viewers ,1
grabs you in the dark and shakes you vigorously for its duration ,1
"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man . ",0
"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot . ",0
your mind is being blown ,1
"whose charm , cultivation and devotion to his people are readily apparent ",1
to be had from films crammed with movie references ,0
cheered at just that ,1
i hated myself in the morning . ,0
"it 's never laugh-out-loud funny , ",0
find little new ,0
plain crap ,0
to have ransacked every old world war ii movie for overly familiar material ,0
being wickedly funny and just plain wicked ,1
splendid actors ,1
from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 ,1
gets molested ,0
spend 110 claustrophobic minutes ,0
she fails to provoke them . ,0
it 's too long and unfocused . ,0
a rip-off ,0
fresh and absorbing look ,1
that 's superficial and unrealized ,0
oppressive ,0
excellent performances ,1
", empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles . ",0
put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ,0
so memorable ,1
of those exceedingly rare films in which the talk alone is enough to keep us ,1
creative interference ,1
"schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness . ",0
ache ,0
"keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity . ",1
to the tailor for some major alterations ,0
"a star , nor why he keeps being cast in action films when none of them are ever any good ",0
the pungent bite of its title ,0
reality shows -- reality shows for god 's sake ! ,0
is a complete mess ,0
its visual appeal ,1
reason to go ,1
"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman 's script stumbles over a late-inning twist that just does n't make sense ",0
shift ,1
kwan 's unique directing style ,1
save everyone the misery ,0
boring and meandering ,0
to create images you wish you had n't seen ,0
"has improved upon the first and taken it a step further , richer and deeper . ",1
"to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",0
compelling film . ,1
very good comedic songs ,1
"have been this odd , inexplicable and unpleasant . ",0
dies . ,0
"while dark water is n't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor . ",0
"that so much of the movie -- again , as in the animal -- is a slapdash mess ",0
"come from a family that eats , meddles , argues , laughs , kibbitzes and fights together ",1
a thriller without thrills and a mystery devoid ,0
collapses like an overcooked soufflé ,0
but boilerplate clichés ,0
stuart little 2 manages sweetness largely without stickiness . ,1
is impossible to think of any film more challenging or depressing than the grey zone ,0
directorial tour de force ,1
multi-layered and profoundly humanist ( not to mention gently political ) meditation ,1
", american chai is enough to make you put away the guitar , sell the amp , and apply to medical school . ",0
amazing finesse ,1
that makes you feel genuinely good ,1
this fascinating look at israel in ferment ,1
comfort in familiarity ,1
insightful discourse ,1
storytellers ,1
a weak and ineffective ghost story without a conclusion or pay off ,0
", knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast . ",0
"'s a dark , gritty story ",1
"hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart ",1
"badly edited , 91-minute trailer ",0
great idea ,1
could bond while watching a walk to remember . ,1
the same mistake ,0
"wince in embarrassment and others , thanks to the actors , that are quite touching . ",1
"regret and , ultimately , ",0
a teeth-clenching gusto ,1
are rendered with such clarity that it 's as if it all happened only yesterday ,1
of ' a nightmare ,0
glosses over rafael 's evolution ,0
aimlessness ,0
"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny . ",1
schmaltz ,0
cinema history as the only movie ever ,1
"with results that are sometimes bracing , sometimes baffling and quite often , ",1
'll feel as the credits roll ,1
miss wonton floats beyond reality with a certain degree of wit and dignity ,1
low comedy does n't come much lower . ,0
excite ,1
"rather dull , unimaginative car chase ",0
scorsese 's bold images and generally smart casting ensure that `` gangs '' is never lethargic ,1
"indie of the year , so far ",1
catches you up in something bigger than yourself ,1
shame americans ,0
"you feel that you never want to see another car chase , explosion or gunfight again ",0
unrelentingly grim -- ,0
bracingly truthful antidote ,1
the first film in a long time that made me want to bolt the theater in the first 10 minutes ,0
the rock 's fighting skills are more in line with steven seagal ,1
goes beyond his usual fluttering and stammering and ,1
good acting ,1
"the product of loving , well integrated homage ",1
